Depth,特性_名称,特性_编号,用例_名称,用例_编号,用例_级别,用例_自动化类型,用例_特性,用例_子特性,用例_适用版本,用例_适用产品,用例_适用API,用例_适用处理器架构,用例_工程类型,用例_预置条件,用例_测试步骤,用例_预期结果,用例_备注,用例_执行平台,用例_测试环境类型,用例_自动化工程(测试套),需求单编号,测试结果
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyHandlerPopTextStyle,KMP_CAPI_Encapsulation_MacArm_Function_110,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyHandlerPopTextStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_CreateTypography,KMP_CAPI_Encapsulation_MacArm_Function_111,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_CreateTypography返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyLayout,KMP_CAPI_Encapsulation_MacArm_Function_112,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyLayout返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyGetLineCount,KMP_CAPI_Encapsulation_MacArm_Function_113,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyGetLineCount返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyGetTextLines,KMP_CAPI_Encapsulation_MacArm_Function_114,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyGetTextLines返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_GetTextLineByIndex,KMP_CAPI_Encapsulation_MacArm_Function_115,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_GetTextLineByIndex返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TextLineGetGlyphRuns,KMP_CAPI_Encapsulation_MacArm_Function_116,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TextLineGetGlyphRuns返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_GetRunByIndex,KMP_CAPI_Encapsulation_MacArm_Function_117,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_GetRunByIndex返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_GetRunTextDirection,KMP_CAPI_Encapsulation_MacArm_Function_118,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_GetRunTextDirection返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_GetRunGlyphs,KMP_CAPI_Encapsulation_MacArm_Function_119,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_GetRunGlyphs返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_GetRunGlyphsByIndex,KMP_CAPI_Encapsulation_MacArm_Function_120,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_GetRunGlyphsByIndex返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyRunGlyphs,KMP_CAPI_Encapsulation_MacArm_Function_121,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyRunGlyphs返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyRuns,KMP_CAPI_Encapsulation_MacArm_Function_122,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyRuns返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTextLine,KMP_CAPI_Encapsulation_MacArm_Function_123,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTextLine返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTextLines,KMP_CAPI_Encapsulation_MacArm_Function_124,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTextLines返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTypography,KMP_CAPI_Encapsulation_MacArm_Function_125,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTypography返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTypographyHandler,KMP_CAPI_Encapsulation_MacArm_Function_126,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTypographyHandler返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_DestroyTypographyStyle,KMP_CAPI_Encapsulation_MacArm_Function_127,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_DestroyTypographyStyle返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_TypographyGetLineMetricsAt,KMP_CAPI_Encapsulation_MacArm_Function_128,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_TypographyGetLineMetricsAt返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_Rdb_CreateOrOpen失败场景,KMP_CAPI_Encapsulation_MacArm_Function_129,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_Rdb_CreateOrOpen返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_CommonEvent_Subscribe失败场景,KMP_CAPI_Encapsulation_MacArm_Function_130,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_CommonEvent_Subscribe返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_Huks_GetSdkVersion失败场景,KMP_CAPI_Encapsulation_MacArm_Function_131,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_Huks_GetSdkVersion返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_NetConn_UnregisterNetConnCallback失败场景,KMP_CAPI_Encapsulation_MacArm_Function_132,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_UnregisterNetConnCallback返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_HiAppEvent_Write失败场景,KMP_CAPI_Encapsulation_MacArm_Function_133,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_Write返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_LOG_Print失败场景,KMP_CAPI_Encapsulation_MacArm_Function_134,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_LOG_Print返回失败。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64在真机验证函数OH_Drawing_RegisterFont失败场景,KMP_CAPI_Encapsulation_MacArm_Function_135,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙真机已连接并可用。（模拟器不支持AR Engine，不存在libarengine_napi.z.so，只要引入不存在的so就会导致构建产物失败，所以整个其他语法模块都无法在模拟器端验证）","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「失败场景模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「失败场景模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RegisterFont返回失败。",,,,,IR001-SR001,
..,CAPI_Version,,,,,,,,,,,,,,,,,,,,,
...,CAPI函数检测机制,KMP_CAPI_Version_Function,,,,,,,,,,,,,,,,,,,,
